participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.gender,player.age,player.major,player.gpa,player.crt_bat_ball,player.crt_machines,player.crt_lilypads,player.att_capable,player.att_aggressive,player.att_skills,player.att_competitive,player.att_pressure,player.att_emotional,player.dictator_keep,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,xnss4pg0,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.303827,1,,,611.11,11,,0.0,Man,20,MAEO,0.0,5,5,47,7,6,7,6,7,1,50,1,1,gykh8ja7,,,,,0
12,5seuckqb,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.336823,1,,,611.11,12,,0.0,Man,20,Comp Engineering,0.0,10,5,47,6,6,6,4,4,4,67,1,1,gykh8ja7,,,,,0
13,hdnqitby,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.344821,1,,,722.22,13,,0.0,Woman,22,Computer Science,4.0,5,100,24,6,4,6,2,6,4,100,1,1,gykh8ja7,,,,,0
14,ss3joq82,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.357265,1,,,611.11,14,,0.0,Woman,18,public policy and global affairs,5.0,10,20,25,7,5,6,1,7,2,90,1,1,gykh8ja7,,,,,0
15,5wh6kzb3,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.376395,1,,,1277.78,15,,0.0,Woman,21,applied economics,4.09,5,5,47,7,6,7,2,7,1,100,1,1,gykh8ja7,,,,,0
16,kh2preog,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.385376,1,,,0.0,16,,0.0,Woman,19,Chemical and Biomolecular Engineering,0.0,0,20,24,7,2,7,1,7,2,100,1,1,gykh8ja7,,,,,0
17,ao798wr7,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.396990,1,,,555.56,17,,0.0,Woman,18,bssb,0.0,5,100,24,6,4,6,2,6,2,100,1,1,gykh8ja7,,,,,0
18,3788h5gm,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.404908,1,,,888.89,18,,0.0,Woman,19,MS,0.0,5,5,47,7,1,7,1,7,2,100,1,1,gykh8ja7,,,,,0
19,dk85qrmf,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.415392,1,,,1166.67,19,,0.0,Woman,21,Economics,4.79,10,100,24,4,3,6,1,5,3,100,1,1,gykh8ja7,,,,,0
20,qruijzzl,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.525965,1,,,55.56,20,,0.0,Man,24,Computer Science,4.13,5,5,24,6,4,6,4,5,5,100,1,1,gykh8ja7,,,,,0
21,vlvkdjz0,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.588196,1,,,722.22,21,,0.0,Man,19,Mechanical Engineering,0.0,5,500,24,5,4,6,2,4,5,75,1,1,gykh8ja7,,,,,0
22,9n1v1smg,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.706184,1,,,277.78,22,,0.0,Woman,19,Biological Sciences,0.0,10,100,36,6,6,6,5,6,2,90,1,1,gykh8ja7,,,,,0
23,kw7jjs2b,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.799963,1,,,944.44,23,,0.0,Man,20,Maritime Studies,0.0,5,5,24,7,1,7,1,7,1,100,1,1,gykh8ja7,,,,,0
24,pop23w57,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:38.808538,1,,,888.89,24,,0.0,Man,22,Civil Engineering,4.65,10,5,47,7,5,7,6,6,4,100,1,1,gykh8ja7,,,,,0
25,cbc0ayyd,,0,587,587,FinalPage,ThankYou,2026-09-14 08:47:39.019154,1,,,1277.78,25,,0.0,Man,21,ECPS,0.0,5,5,47,7,5,7,2,6,1,100,1,1,gykh8ja7,,,,,0
